Unix Timestamp,Date,day of week,Symbol,Open,High,Low,Close,Volume,R
1630000000000.0,2021-09-28 04:00:00,1,BTCUSD,42565.16,42771.12,40764.26,42210.47,2104.499369,-0.008367783751249545
1630000000000.0,2021-09-27 04:00:00,0,BTCUSD,44024.27,44250.76,41980.4,42565.16,1531.05566,-0.033704994471159336
1630000000000.0,2021-09-26 04:00:00,6,BTCUSD,42239.94,44350.0,40801.19,44024.27,1395.678882,0.04137485381455246
1630000000000.0,2021-09-25 04:00:00,5,BTCUSD,42650.0,42985.06,41677.82,42239.94,1058.065004,-0.009661054995236383
1630000000000.0,2021-09-24 04:00:00,4,BTCUSD,44301.0,45157.81,40696.0,42650.0,4398.265361,-0.03797997622205841
1630000000000.0,2021-09-23 04:00:00,3,BTCUSD,44094.55,45062.97,43389.94,44301.0,1699.820955,0.004671058110365379
1630000000000.0,2021-09-22 04:00:00,2,BTCUSD,42089.88,44231.92,41836.59,44094.55,1238.610076,0.04652886030446582
1630000000000.0,2021-09-21 04:00:00,1,BTCUSD,42688.03,43655.53,39590.0,42089.88,2962.611037,-0.014111221321609338
1630000000000.0,2021-09-20 04:00:00,0,BTCUSD,45553.62,45837.9,40137.98,42688.03,4373.379477,-0.06497154058809904
1630000000000.0,2021-09-19 04:00:00,6,BTCUSD,47854.23,48333.32,45175.2,45553.62,860.7123305,-0.049269421591097456
1630000000000.0,2021-09-18 04:00:00,5,BTCUSD,47962.79,48808.97,47613.93,47854.23,671.3561499,-0.0022659866994793635
1630000000000.0,2021-09-17 04:00:00,4,BTCUSD,47907.0,48165.96,46754.93,47962.79,1247.382892,0.0011638704183609516
1630000000000.0,2021-09-16 04:00:00,3,BTCUSD,47629.1,48500.0,47041.24,47907.0,1069.566993,0.00581771254659542
1630000000000.0,2021-09-15 04:00:00,2,BTCUSD,47101.27,48455.16,46730.15,47629.1,1276.624243,0.011143954414810225
1630000000000.0,2021-09-14 04:00:00,1,BTCUSD,45206.43,47498.54,45067.51,47101.27,1516.062421,0.041060631207596364
1630000000000.0,2021-09-13 04:00:00,0,BTCUSD,44619.12,46897.0,43400.0,45206.43,2422.246994,0.013076866645648435
1630000000000.0,2021-09-12 04:00:00,6,BTCUSD,45311.46,46504.62,44535.26,44619.12,893.3830521,-0.015397513915171345
1630000000000.0,2021-09-11 04:00:00,5,BTCUSD,45181.52,46001.33,44758.59,45311.46,685.3154513,0.0028718269484655
1630000000000.0,2021-09-10 04:00:00,4,BTCUSD,46743.4,46812.87,44156.88,45181.52,1783.42726,-0.03398491561887674
1630000000000.0,2021-09-09 04:00:00,3,BTCUSD,46005.27,47396.38,45651.86,46743.4,1563.219604,0.015917114153378993
1630000000000.0,2021-09-08 04:00:00,2,BTCUSD,46490.38,46885.38,44419.5,46005.27,2277.311208,-0.010489454325512517
1630000000000.0,2021-09-07 04:00:00,1,BTCUSD,52663.45,52744.48,42600.0,46490.38,4513.565405,-0.12467625707437284
1630000000000.0,2021-09-06 04:00:00,0,BTCUSD,51638.18,52938.78,51003.37,52663.45,1408.743934,0.019660345183822328
1630000000000.0,2021-09-05 04:00:00,6,BTCUSD,49692.22,51962.68,49505.43,51638.18,1231.143351,0.03841293974683014
1630000000000.0,2021-09-04 04:00:00,5,BTCUSD,50292.02,50545.41,49414.36,49692.22,1167.151335,-0.01199803479479302
1630000000000.0,2021-09-03 04:00:00,4,BTCUSD,49485.0,51046.11,49241.34,50292.02,1114.39561,0.016176823059764287
1630000000000.0,2021-09-02 04:00:00,3,BTCUSD,49596.74,50412.0,48358.88,49485.0,885.4384889,-0.0022555124157402273
1630000000000.0,2021-09-01 04:00:00,2,BTCUSD,47052.84,49935.09,46980.44,49596.74,1105.142189,0.052653880236930004
1630000000000.0,2021-08-31 04:00:00,1,BTCUSD,47151.91,48261.59,46524.71,47052.84,1019.185465,-0.0021032917453198204
1630000000000.0,2021-08-30 04:00:00,0,BTCUSD,47989.58,48735.71,46717.24,47151.91,933.2802605,-0.017609386735775813
1630000000000.0,2021-08-29 04:00:00,6,BTCUSD,48267.19,49408.07,47800.0,47989.58,446.768857,-0.005768129757602601
1630000000000.0,2021-08-28 04:00:00,5,BTCUSD,48900.01,49650.0,48107.99,48267.19,544.2624245,-0.01302556721362004
1630000000000.0,2021-08-27 04:00:00,4,BTCUSD,46845.94,49313.26,46603.36,48900.01,1383.211655,0.0429132556022685
1630000000000.0,2021-08-26 04:00:00,3,BTCUSD,47931.0,48053.14,46287.63,46845.94,2205.00265,-0.02289813133602974
1630000000000.0,2021-08-25 04:00:00,2,BTCUSD,47995.78,49365.42,47112.12,47931.0,1666.407319,-0.0013506136627833942
1630000000000.0,2021-08-24 04:00:00,1,BTCUSD,49350.0,49867.71,47614.3,47995.78,1369.869424,-0.027824675503163067
1630000000000.0,2021-08-23 04:00:00,0,BTCUSD,50289.05,50517.99,48800.0,49350.0,1051.662786,-0.0188495936904821
1630000000000.0,2021-08-22 04:00:00,6,BTCUSD,48837.62,50540.19,48071.03,50289.05,974.8124549,0.029286442063570912
1630000000000.0,2021-08-21 04:00:00,5,BTCUSD,48839.62,49812.54,48281.42,48837.62,1213.109659,-4.095119805350514e-05
1630000000000.0,2021-08-20 04:00:00,4,BTCUSD,47042.28,49400.0,46714.57,48839.62,1328.318376,0.03749509690093137
1630000000000.0,2021-08-19 04:00:00,3,BTCUSD,44074.77,47424.13,43902.53,47042.28,1566.004833,0.06515926191097089
1630000000000.0,2021-08-18 04:00:00,2,BTCUSD,45078.79,46031.0,44055.0,44074.77,1324.725961,-0.022524337747540916
1630000000000.0,2021-08-17 04:00:00,1,BTCUSD,46435.44,47162.94,44211.13,45078.79,2149.379858,-0.029651113154053797
1630000000000.0,2021-08-16 04:00:00,0,BTCUSD,47400.89,47744.5,45250.51,46435.44,1687.082115,-0.020578044101917332
1630000000000.0,2021-08-15 04:00:00,6,BTCUSD,46910.99,48044.25,45509.51,47400.89,1360.762709,0.010389028536223772
1630000000000.0,2021-08-14 04:00:00,5,BTCUSD,47571.64,48181.51,46045.86,46910.99,1112.090837,-0.01398480899985735
1630000000000.0,2021-08-13 04:00:00,4,BTCUSD,45205.46,47900.0,44952.59,47571.64,1609.573464,0.05101890935664081
1630000000000.0,2021-08-12 04:00:00,3,BTCUSD,45948.06,46023.08,43800.0,45205.46,1840.768962,-0.01629375210322254
1630000000000.0,2021-08-11 04:00:00,2,BTCUSD,45594.16,46775.0,45426.58,45948.06,1565.839365,0.007731989963063291
1630000000000.0,2021-08-10 04:00:00,1,BTCUSD,45727.39,46183.47,44642.21,45594.16,1768.991925,-0.002917823767189379
1630000000000.0,2021-08-09 04:00:00,0,BTCUSD,43529.34,46729.86,43295.22,45727.39,3092.297953,0.0492622684184145
1630000000000.0,2021-08-08 04:00:00,6,BTCUSD,44391.34,45386.81,42813.74,43529.34,2023.485094,-0.019609211877383802
1630000000000.0,2021-08-07 04:00:00,5,BTCUSD,43720.0,44837.59,42460.0,44391.34,3336.157681,0.0152387420610377
1630000000000.0,2021-08-06 04:00:00,4,BTCUSD,40250.79,43792.42,39897.39,43720.0,2238.327424,0.08267603230718644
1630000000000.0,2021-08-05 04:00:00,3,BTCUSD,39440.62,41431.18,37311.06,40250.79,3715.503945,0.02033338130914001
