Time,count_ID,favorite_AVG,quote_AVG,retweets_AVG,compound_AVG
10/8 05:50:00 ~ 10/8 05:59:59,677,2.729689808,0.03545051698670606,0.8626292466765141,0.3396138847858204
10/8 06:00:00 ~ 10/8 06:09:59,629,5.556438792,0.13513513513513514,1.9491255961844196,0.29916565977742443
10/8 06:10:00 ~ 10/8 06:19:59,573,0.886561955,0.029668411867364748,0.32809773123909247,0.33055287958115137
10/8 06:20:00 ~ 10/8 06:29:59,572,4.91958042,0.08391608391608392,1.4195804195804196,0.360095454545455
10/8 06:30:00 ~ 10/8 06:39:59,583,2.238421955,0.04974271012006861,0.7547169811320755,0.36695506003430506
10/8 06:40:00 ~ 10/8 06:49:59,515,10.79029126,0.6757281553398058,4.895145631067961,0.34076038834951444
10/8 06:50:00 ~ 10/8 06:59:59,484,15.03305785,0.4297520661157025,4.380165289256198,0.2838971074380163
10/8 07:00:00 ~ 10/8 07:09:59,647,15.20556414,0.14219474497681608,1.669242658423493,0.23705162287480663
10/8 07:10:00 ~ 10/8 07:19:59,668,30.45209581,0.8697604790419161,5.089820359281437,0.2894633233532931
10/8 07:20:00 ~ 10/8 07:29:59,562,10.44839858,1.3914590747330962,6.473309608540926,0.3232692170818503
10/8 07:30:00 ~ 10/8 07:39:59,581,4.383820998,0.13941480206540446,1.2908777969018932,0.26773459552495665
10/8 07:40:00 ~ 10/8 07:49:59,675,3.068148148,0.09333333333333334,1.4874074074074075,0.2996305185185192
10/8 07:50:00 ~ 10/8 07:59:59,685,17.61459854,2.3167883211678832,12.16058394160584,0.3606915328467158
10/8 08:00:00 ~ 10/8 08:09:59,808,26.47277228,4.209158415841584,19.371287128712872,0.3400181930693072
10/8 08:10:00 ~ 10/8 08:19:59,829,7.082026538,1.1568154402895054,3.638118214716526,0.39602050663449945
10/8 08:20:00 ~ 10/8 08:29:59,705,6.329078014,0.11347517730496454,1.7063829787234042,0.3005798581560289
10/8 08:30:00 ~ 10/8 08:39:59,728,8.118131868,0.8942307692307693,3.9862637362637363,0.2315608516483516
10/8 08:40:00 ~ 10/8 08:49:59,875,92.17257143,41.498285714285714,66.78285714285714,0.30243885714285657
10/8 08:50:00 ~ 10/8 08:59:59,780,33.21282051,20.620512820512822,19.815384615384616,0.2692694871794872
10/8 09:00:00 ~ 10/8 09:09:59,832,180.9711538,19.65625,58.796875,0.33995949519230767
10/8 09:10:00 ~ 10/8 09:19:59,748,57.36096257,2.9171122994652405,5.657754010695188,0.35194612299465305
10/8 09:20:00 ~ 10/8 09:29:59,885,7.502824859,2.0983050847457627,4.699435028248588,0.3137364971751418
10/8 09:30:00 ~ 10/8 09:39:59,821,43.23142509,11.421437271619975,36.27527405602923,0.32117819732034136
10/8 09:40:00 ~ 10/8 09:49:59,894,9.302013423,0.1040268456375839,2.3568232662192394,0.3824976510067123
10/8 09:50:00 ~ 10/8 09:59:59,818,5.776283619,0.1100244498777506,1.2603911980440097,0.3083927872860635
10/8 10:00:00 ~ 10/8 10:09:59,912,45.37390351,7.479166666666667,54.05701754385965,0.29766239035087794
10/8 10:10:00 ~ 10/8 10:19:59,861,13.14982578,0.08710801393728224,5.685249709639954,0.2895299651567958
10/8 10:20:00 ~ 10/8 10:29:59,640,11.8328125,0.5375,9.25625,0.2538398437499997
10/8 10:30:00 ~ 10/8 10:39:59,753,9.189907039,0.12217795484727756,1.452855245683931,0.25509641434262925
10/8 10:40:00 ~ 10/8 10:49:59,734,21.87874659,4.128065395095367,8.227520435967303,0.2998529972752042
10/8 10:50:00 ~ 10/8 10:59:59,712,7.228932584,0.125,1.574438202247191,0.33648497191011273
10/8 11:00:00 ~ 10/8 11:09:59,957,62.79728318,34.51201671891327,41.90386624869384,0.3490994775339602
10/8 11:10:00 ~ 10/8 11:19:59,964,6.343360996,1.045643153526971,5.153526970954357,0.4057316390041501
10/8 11:20:00 ~ 10/8 11:29:59,827,9.629987908,0.08827085852478839,1.667472793228537,0.3484426844014505
10/8 11:30:00 ~ 10/8 11:39:59,920,42.29456522,1.5554347826086956,10.854347826086956,0.35026304347826137
10/8 11:40:00 ~ 10/8 11:49:59,756,28.97354497,0.44576719576719576,4.126984126984127,0.30223253968253966
10/8 11:50:00 ~ 10/8 11:59:59,798,25.10150376,2.901002506265664,13.348370927318296,0.33319135338345895
10/8 12:00:00 ~ 10/8 12:09:59,984,9.646341463,0.34146341463414637,2.2459349593495936,0.3377313008130086
10/8 12:10:00 ~ 10/8 12:19:59,900,10.03555556,1.3033333333333332,2.3855555555555554,0.36277966666666683
10/8 12:20:00 ~ 10/8 12:29:59,682,7.560117302,0.12463343108504399,1.6260997067448681,0.34700278592375317
10/8 12:30:00 ~ 10/8 12:39:59,879,117.1296928,8.926052332195678,47.034129692832764,0.3222620022753137
10/8 12:40:00 ~ 10/8 12:49:59,863,11.50173812,0.3314020857473928,2.152954808806489,0.36658296639629295
10/8 12:50:00 ~ 10/8 12:59:59,921,18.2432139,0.5363735070575462,3.231270358306189,0.3485014115092302
10/8 13:00:00 ~ 10/8 13:09:59,1149,238.9425587,9.867711053089643,30.886858137510877,0.3266090513490005
10/8 13:10:00 ~ 10/8 13:19:59,1113,72.60107817,3.9020664869721475,24.15633423180593,0.39755175202156356
10/8 13:20:00 ~ 10/8 13:29:59,1114,8.202872531,0.40933572710951527,2.6795332136445245,0.29540745062836665
10/8 13:30:00 ~ 10/8 13:39:59,1197,16.33834586,0.5329991645781119,3.991645781119465,0.3145269005847958
10/8 13:40:00 ~ 10/8 13:49:59,1029,8.092322643,0.34499514091350825,4.697764820213799,0.29699776482021395
10/8 13:50:00 ~ 10/8 13:59:59,1132,10.98939929,0.3763250883392226,2.84982332155477,0.20101607773851582
10/8 14:00:00 ~ 10/8 14:09:59,1051,10.79448145,0.9476688867745005,4.30732635585157,0.20465956232159865
10/8 14:10:00 ~ 10/8 14:19:59,909,97.42244224,1.2002200220022001,22.388338833883388,0.29478151815181497
10/8 14:20:00 ~ 10/8 14:29:59,905,11.20662983,0.16906077348066298,2.1270718232044197,0.25051734806629866
10/8 14:30:00 ~ 10/8 14:39:59,932,82.52896996,2.924892703862661,22.78969957081545,0.22189560085836912
10/8 14:40:00 ~ 10/8 14:49:59,903,76.43189369,0.8250276854928018,14.069767441860465,0.22613377630121848
10/8 14:50:00 ~ 10/8 14:59:59,882,6.808390023,0.15192743764172337,1.5011337868480725,0.25997664399093023
10/8 15:00:00 ~ 10/8 15:09:59,1022,35.21526419,1.1800391389432485,7.190802348336595,0.2470878669275928
10/8 15:10:00 ~ 10/8 15:19:59,938,21.70149254,0.6247334754797441,17.911513859275054,0.32611023454157756
10/8 15:20:00 ~ 10/8 15:29:59,944,9.57309322,0.4925847457627119,2.319915254237288,0.2715501059322035
10/8 15:30:00 ~ 10/8 15:39:59,854,12.34192037,0.24707259953161592,1.6288056206088992,0.25748583138173287
10/8 15:40:00 ~ 10/8 15:49:59,772,28.73056995,7.419689119170984,18.3639896373057,0.2800799222797925
10/8 15:50:00 ~ 10/8 15:59:59,810,14.78765432,0.2777777777777778,4.0283950617283955,0.3050166666666668
10/8 16:00:00 ~ 10/8 16:09:59,933,143.6259378,2.1339764201500535,19.29689174705252,0.3082516613076096
10/8 16:10:00 ~ 10/8 16:19:59,856,8.952102804,0.25817757009345793,4.156542056074766,0.34499112149532696
10/8 16:20:00 ~ 10/8 16:29:59,924,25.63744589,1.025974025974026,9.935064935064934,0.34059577922077894
10/8 16:30:00 ~ 10/8 16:39:59,939,11.57294995,0.22790202342917998,2.6400425985090523,0.36715250266240607
10/8 16:40:00 ~ 10/8 16:49:59,873,17.42268041,0.6712485681557846,4.487972508591065,0.3631442153493694
10/8 16:50:00 ~ 10/8 16:59:59,866,22.15127021,1.9526558891454966,16.20323325635104,0.34184064665126945
10/8 17:00:00 ~ 10/8 17:09:59,975,23.98871795,10.682051282051281,9.148717948717948,0.3198980512820504
10/8 17:10:00 ~ 10/8 17:19:59,900,13.17444444,0.3788888888888889,4.094444444444444,0.3455588888888894
10/8 17:20:00 ~ 10/8 17:29:59,833,68.80672269,5.843937575030012,91.95798319327731,0.3431000000000001
10/8 17:30:00 ~ 10/8 17:39:59,710,28.41126761,0.856338028169014,15.466197183098592,0.2884452112676054
10/8 17:40:00 ~ 10/8 17:49:59,747,43.23427041,8.34136546184739,14.380187416331994,0.3301990629183402
10/8 17:50:00 ~ 10/8 17:59:59,799,63.77972466,14.131414267834794,32.50312891113892,0.24481814768460536
10/8 18:00:00 ~ 10/8 18:09:59,975,13.98461538,3.911794871794872,4.3476923076923075,0.2463755897435898
10/8 18:10:00 ~ 10/8 18:19:59,820,8.081707317,0.8890243902439025,1.8146341463414635,0.27308439024390274
